NFCSID,A1,A2,A3,Own Stocks,B2_2,Own Mutual Funds,Own ETFs,Own Annuities,B2_7,B2_20,Own REITs,B2_23,B2_24,Own Private Placements,B30,B31,B3,B32,B4,B5,B6,B20,B33,B34,Risk Tolerance,Stock Share of Portfolio,B35,B23,Crypto Risk Perception,B25,B26,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Emergency Confidence,C26,C30,C7,D1_1,D1_2,D2,D3,D21,D30,D31,E1_1,E20,E5,E6,Financial Advisors,Friends Family,Online Articles,Financial TV,Podcasts,Social Media,Government Websites,Company Publications,Financial Newsletters,Employer Resources,Influencers,Other Info Sources,Use Brokerage Apps,Use Robo Advisors,Use Banking Apps,Use Social Platforms,Use Spreadsheets,Use Forums,Use Investment Clubs,Use Financial News Apps,Use Podcasts,Use YouTube,Use Other Tools,Investing Confidence,Financial Comfort,Stay Calm During Downturns,Avoid Panic Selling,Monitor Investments Regularly,Diversify Portfolio,Save Consistently,Long-Term Focus,G31,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,G23,Estate Planning,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Emergency Confidence_score,Investing Confidence_score,Financial Comfort_score,Stay Calm During Downturns_score,Avoid Panic Selling_score,Monitor Investments Regularly_score,Diversify Portfolio_score,Save Consistently_score,Long-Term Focus_score,Own Stocks_score,Own Mutual Funds_score,Own ETFs_score,Own Annuities_score,Own REITs_score,Own Private Placements_score,Risk Tolerance_score,Stock Share of Portfolio_score,Crypto Risk Perception_score,Financial Advisors_score,Friends Family_score,Online Articles_score,Financial TV_score,Podcasts_score,Social Media_score,Government Websites_score,Company Publications_score,Financial Newsletters_score,Employer Resources_score,Influencers_score,Other Info Sources_score,Use Brokerage Apps_score,Use Robo Advisors_score,Use Banking Apps_score,Use Social Platforms_score,Use Spreadsheets_score,Use Forums_score,Use Investment Clubs_score,Use Financial News Apps_score,Use Podcasts_score,Use YouTube_score,Use Other Tools_score,Estate Planning_score,Total_Score,FinLit_Level
2021013878,Share decision-making,Yes,Yes,1,Yes,1,1,2,No,No,2,No,No,2,2 to <5 years ago,2018 or earlier,11 times or more,Yes,"$100,000 to < $250,000",Yes,No,No Response Given,Don't know,No Response Given,3,2,No,Yes,98.0,No,Don't know,Frequently,Frequently,Sometimes,Never,Yes,Yes,No,No,Don't know,No Response Given,No,No,No,8,7,Don't know,About the same as the market,Don't know,Buy stocks or stock funds,3,7,Yes,Both,Electronic by email,3,3,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7,5,2,2,2,1,2,3,7,You own a part of the company,Don't know,Don't know,True,True,Don't know,Don't know,Don't know,Don't know,Selling before peak,-$10,2,0.547489916262363,2,3,1,2,2,No Response Given,3,3,3,3,3,1,3,5,3,3,3,1,1,1,3,3,0.0,2,2,0,1,1,0,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,62.0,Average
2021013896,Share decision-making,Yes,Yes,1,No,2,1,1,Yes,No,2,Yes,No,2,2 to <5 years ago,2018 or earlier,4 to 10 times,Yes,"$10,000 to < $25,000",Yes,No,No Response Given,Yes,Yes,3,2,No,Yes,5.0,No,Don't know,Never,Sometimes,Frequently,Frequently,Yes,Yes,No,Yes,2% to < 4%,9.0,No,Yes,Yes,7,10 - Extremely confident,Don't know,Better than the market,Neither,Sell stocks or stock funds,4 - Neither agree nor disagree,7,No,Protecting institutions,Don't know,3,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,8,5,2,3,2,2,2,3,Don't know,You are liable for the company's debts,You are liable for the company's debts,Don't know,True,True,Don't know,Lower fees and expenses,Municipal bonds can be tax-free,$500,Selling before peak,$10,2,0.903030607790991,2,2,2,2,2,4.0,4,3,3,5,3,3,3,5,3,1,3,3,1,1,3,3,5.0,2,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,2,0,82.0,High
2021013899,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,No,1,No,No,2,10 years ago or more,2019,11 times or more,No,"$1,000,000 or more",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,1,No,Yes,4.0,No,No,Never,Never,Frequently,Sometimes,No,No,Yes,No,0.5% to < 1%,7.0,No,Yes,No,4,3,5% to 9.9%,Worse than the market,Buy stocks or stock funds,Neither,4 - Neither agree nor disagree,1 - Not at all confident,Yes,Both,Electronic by email,2,3,3,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,10,7,1,3,1,1,1,2,1 - Not at all important,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$250,Don't know,Don't know,1,0.903030607790991,2,2,1,2,3,3.0,5,5,1,5,1,1,1,3,3,3,3,1,3,1,3,5,4.0,1,2,2,2,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,2,74.0,Average
2021013912,Primary decision-maker,Yes,Yes,1,Yes,2,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,No,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,1,No,Yes,5.0,No,No,Frequently,Sometimes,Never,Never,Yes,No,No,Yes,Do not pay any fees,9.0,Yes,No,Yes,5,9,5% to 9.9%,About the same as the market,Neither,Don't know,1 - Strongly disagree,9,Yes,Protecting investors,Paper documents by mail,3,3,1,3,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,3,1,98,3,2,6,You own a part of the company,You have lent money to the company,Preferred stock,False,True,Don't know,Generally less likely to decline in value,Municipal bonds are lower risk,$0,Selling shares shortly after buying,$10,1,0.547489916262363,2,3,1,2,2,4.0,2,2,3,5,1,0,5,3,3,1,1,1,1,1,3,5,5.0,2,2,0,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,67.0,Average
2021013913,Share decision-making,Yes,Yes,1,Yes,1,2,2,No,No,2,No,No,2,10 years ago or more,2020,1 to 3 times,No,"$2,000 to < $5,000",No,No Response Given,No Response Given,No,No Response Given,2,2,No,Yes,2.0,Yes,Yes,Never,Never,Frequently,Never,No,No,No,No,Do not pay any fees,10.0,No,No,No,5,5,0% to 4.9%,About the same as the market,Neither,Neither,3,4,Yes,Both,Electronic by email,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,5,2,2,2,1,1,3,6,You own a part of the company,You have lent money to the company,Common stock,True,True,Precious metals,Lower fees and expenses,Municipal bonds are lower risk,$250,Selling borrowed shares,Don't know,2,0.547489916262363,1,3,1,2,1,5.0,3,3,3,3,3,1,1,5,3,3,1,1,1,1,4,3,2.0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,66.0,Average
2021013916,Share decision-making,Yes,Yes,1,No,1,1,2,No,Don't know,2,Yes,No,2,10 years ago or more,2018 or earlier,4 to 10 times,No,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,No,2,1,No,Yes,5.0,No,No,Never,Never,Frequently,Never,No,No,Yes,No,Do not pay any fees,7.0,No,No,No,7,7,0% to 4.9%,About the same as the market,Neither,Sell stocks or stock funds,4 - Neither agree nor disagree,Don't know,Yes,Protecting institutions,Paper documents by mail,1,3,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,2,3,3,1,99,2,7,You own a part of the company,You have lent money to the company,Common stock,Don't know,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling borrowed shares,$0,1,0.903030607790991,2,2,2,2,3,3.0,3,3,3,5,5,1,0,3,3,3,3,1,1,1,4,5,5.0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,69.0,Average
2021013917,Primary decision-maker,Yes,Yes,1,Yes,1,1,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,No,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,2,1,No,Yes,3.0,No,No,Never,Never,Sometimes,Sometimes,Don't know,No,Yes,Yes,Prefer not to say,No Response Given,No,No,No,8,8,10% to 14.9%,Better than the market,Don't know,Don't know,5,8,Yes,Protecting institutions,Paper documents by mail,1,2,1,2,2,2,2,2,1,1,2,1,98,2,2,2,2,2,2,2,2,2,2,8,6,3,3,2,1,1,2,3,You own a part of the company,You have lent money to the company,Preferred stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$500,Selling at a loss,$10,2,0.870537201388863,1,3,1,1,1,No Response Given,4,4,5,5,3,1,1,3,3,3,3,1,1,1,4,5,3.0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,67.0,Average
2021013924,Share decision-making,Yes,Yes,1,No,2,2,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,4 to 10 times,Yes,"$1,000,000 or more",Yes,No,No Response Given,Yes,No,2,1,No,Yes,4.0,No,No,Never,Never,Frequently,Never,No,No,No,No,Do not pay any fees,8.0,No,No,No,8,8,10% to 14.9%,About the same as the market,Buy stocks or stock funds,Neither,5,9,Don't know,Protecting investors,Electronic by email,1,3,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,2,3,3,2,3,2,7,You own a part of the company,You have lent money to the company,Common stock,Don't know,Don't know,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling borrowed shares,$0,1,0.903030607790991,2,2,2,2,3,4.0,3,3,3,5,5,3,5,3,3,1,1,1,1,1,4,5,4.0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,73.0,Average
2021013927,Share decision-making,Yes,Yes,1,No,1,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,No Response Given,3,1,No,Yes,4.0,No,No,Never,Sometimes,Sometimes,Never,No,No,Yes,No,Don't know,No Response Given,No,No,No,10 - Extremely confident,7,10% to 14.9%,About the same as the market,Neither,Neither,3,7,Don't know,Both,Paper documents by mail,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,6,2,3,1,1,2,1,7,You own a part of the company,You have lent money to the company,Bonds,True,True,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,Don't know,Selling borrowed shares,Don't know,1,0.547489916262363,1,3,1,2,3,No Response Given,4,4,3,5,1,1,3,1,3,3,1,1,1,1,3,5,4.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,59.0,Average
2021013934,Share decision-making,Yes,Yes,2,No,1,2,1,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,11 times or more,Yes,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,2,No,Yes,5.0,No,No,Never,Never,Never,Never,No,No,Don't know,Yes,< 0.5%,6.0,Yes,No,Yes,8,6,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,4 - Neither agree nor disagree,6,No,Protecting investors,Paper documents by mail,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,3,3,1,1,1,1,2,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling borrowed shares,$0,1,0.547489916262363,1,3,1,2,3,3.0,3,3,5,5,1,1,1,1,1,3,1,3,1,1,3,3,5.0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,62.0,Average
2021013939,Primary decision-maker,Yes,Yes,1,No,2,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,1,No,Yes,4.0,No,No,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,5.0,No,No,No,5,5,0% to 4.9%,About the same as the market,Neither,Neither,2,8,Yes,Don't know,Paper documents by mail,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,1,3,1,1,1,1,Don't know,You own a part of the company,Don't know,Don't know,True,True,Don't know,Don't know,Municipal bonds are lower risk,$500,Selling at a loss,Don't know,1,1.63877296688841,1,2,1,1,2,2.0,2,3,1,5,1,1,1,1,3,1,1,1,1,1,3,5,4.0,1,1,0,1,1,0,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,2,57.0,Average
2021013947,Share decision-making,Yes,Yes,2,No,1,2,2,No,No,2,No,No,2,10 years ago or more,2020,1 to 3 times,No,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,No,No Response Given,3,1,No,Yes,4.0,No,No,Never,Never,Frequently,Never,No,No,No,Yes,< 0.5%,7.0,No,No,No,5,4,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Neither,2,6,Yes,Protecting institutions,Paper documents by mail,2,3,1,2,1,1,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,5,3,1,3,1,1,1,1,6,Don't know,Don't know,Common stock,Don't know,False,Don't know,Don't know,Municipal bonds are lower risk,Don't know,Selling at a loss,Don't know,2,0.903030607790991,2,2,1,2,2,3.0,2,2,1,5,1,1,1,1,1,3,1,1,1,1,3,5,4.0,1,2,0,1,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0,55.0,Average
2021013955,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,Yes,2,Don't know,No,2,10 years ago or more,2018 or earlier,4 to 10 times,No,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,98,Yes,Yes,98.0,Yes,Yes,Never,Never,Frequently,Sometimes,Don't know,Yes,Yes,Don't know,Don't know,No Response Given,No,No,No,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,6,Don't know,Don't know,Both,Don't know,1,2,98,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,3,1,1,1,98,1 - Not at all important,You own a part of the company,You have lent money to the company,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,$500,Selling at a loss,Don't know,1,0.547489916262363,2,3,1,2,3,No Response Given,2,2,1,5,1,1,1,0,3,3,3,1,1,1,3,0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,44.0,Below Average
2021013958,Share decision-making,Yes,Yes,1,No,1,2,2,No,No,2,No,No,2,5 to <10 years ago,2018 or earlier,11 times or more,No,"$10,000 to < $25,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,3,1,No,Yes,98.0,No,No,Never,Never,Sometimes,Never,No,Yes,Yes,Yes,1% to < 2%,4.0,Yes,No,No,7,5,Don't know,About the same as the market,Buy stocks or stock funds,Neither,3,5,Yes,Both,Electronic by email,3,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,4,1,3,1,1,2,2,3,The company will return your original investment with interest,Don't know,Don't know,True,True,Don't know,Don't know,Don't know,$250,Selling at a loss,Don't know,2,1.73604906279066,1,1,1,2,3,2.0,3,2,1,5,1,1,3,3,3,3,1,1,1,1,3,5,0.0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,55.0,Average
2021013959,Share decision-making,Yes,Yes,2,No,1,2,2,No,Yes,2,No,No,2,10 years ago or more,2018 or earlier,None,No,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Don't know,No Response Given,2,1,No,Yes,98.0,No,No,Never,Sometimes,Never,Never,No,No,Yes,No,< 0.5%,7.0,Yes,No,Yes,7,7,Don't know,About the same as the market,Neither,Neither,4 - Neither agree nor disagree,6,Yes,Both,Electronic by email,3,3,1,3,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,5,2,3,1,1,1,1,5,You have lent money to the company,You have lent money to the company,Bonds,Don't know,Don't know,Don't know,Generally less risky in the short term,Municipal bonds can be tax-free,$500,Selling before peak,Don't know,1,0.547489916262363,2,3,2,2,3,3.0,3,3,3,5,1,1,1,1,1,3,1,1,1,1,4,5,0.0,2,2,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,59.0,Average
2021014014,Share decision-making,Yes,Yes,1,Yes,2,1,2,No,No,2,Yes,Yes,2,10 years ago or more,Don't know,4 to 10 times,No,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,Don't know,No Response Given,4,2,No,Yes,5.0,No,No,Sometimes,Sometimes,Frequently,Sometimes,No,Yes,No,No,Don't know,No Response Given,No,No,No,7,6,10% to 14.9%,About the same as the market,Don't know,Neither,5,5,Yes,Both,Electronic by email,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,2,3,1,1,1,1,1 - Not at all important,You own a part of the company,You have lent money to the company,Don't know,False,False,Stocks,Don't know,Don't know,$0,Selling borrowed shares,Don't know,1,0.547489916262363,1,3,2,2,2,No Response Given,3,3,3,5,1,1,1,1,3,1,3,1,1,1,1,3,5.0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,55.0,Average
2021014030,Primary decision-maker,Yes,Yes,1,No,1,2,2,No,No,1,No,No,2,10 years ago or more,2018 or earlier,11 times or more,No,"$1,000,000 or more",Yes,No,No Response Given,Yes,No,1,1,No,Yes,5.0,No,No,Frequently,Never,Frequently,Never,No,No,Yes,No,< 0.5%,5.0,Yes,Yes,No,10 - Extremely confident,10 - Extremely confident,5% to 9.9%,About the same as the market,Neither,Sell stocks or stock funds,3,10 - Extremely confident,Yes,Both,Paper documents by mail,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9,6,3,3,1,1,1,1,4,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$0,Selling borrowed shares,-$10,1,0.547489916262363,1,3,1,2,3,2.0,4,4,5,5,1,1,1,1,3,3,1,1,3,1,5,5,5.0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,67.0,Average
2021014031,Primary decision-maker,Yes,Yes,1,Yes,1,1,1,No,No,2,No,No,2,5 to <10 years ago,2018 or earlier,11 times or more,No,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,Yes,Yes,2,1,No,Yes,3.0,No,Yes,Sometimes,Sometimes,Frequently,Frequently,No,No,No,Yes,1% to < 2%,10.0,Yes,No,Yes,10 - Extremely confident,9,5% to 9.9%,About the same as the market,Don't know,Don't know,6,8,Yes,Protecting institutions,Electronic by email,3,3,2,2,2,2,3,2,3,3,2,3,1,2,2,2,2,2,2,2,2,1,2,8,6,3,3,2,1,2,3,6,You have lent money to the company,You have lent money to the company,Common stock,True,False,Bonds,Lower fees and expenses,Greater demand for municipal bonds,Don't know,Don't know,Don't know,2,1.73604906279066,2,1,2,2,2,5.0,4,4,5,5,3,1,3,5,3,3,3,3,1,1,4,5,3.0,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,0,92.0,High
2021014034,Primary decision-maker,Yes,Yes,1,No,2,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,None,No,Don't know,No,No Response Given,No Response Given,No,No Response Given,3,2,No,Yes,5.0,No,No,Never,Never,Never,Never,No,No,No,Don't know,Do not pay any fees,10.0,No,No,No,8,3,0% to 4.9%,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,3,3,No,Protecting institutions,Paper documents by mail,2,3,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,2,2,8,You have lent money to the company,You have lent money to the company,Common stock,True,True,Stocks,Don't know,Municipal bonds are lower risk,$250,Selling at a loss,Don't know,1,0.870537201388863,1,3,2,1,1,5.0,1,2,3,5,1,1,3,3,3,1,1,1,1,1,3,3,5.0,1,2,1,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,67.0,Average
2021014038,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,Yes,2,No,No,2,5 to <10 years ago,2018 or earlier,1 to 3 times,No,Prefer not to say,Yes,No,No Response Given,Don't know,No Response Given,2,1,No,Yes,98.0,No,No,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Don't know,Yes,Don't know,No Response Given,No,No,No,7,8,20% or more,About the same as the market,Buy stocks or stock funds,Neither,2,4,Don't know,Both,Don't know,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,2,1,1,1,2,4,You own a part of the company,You have lent money to the company,Don't know,True,False,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$500,Selling borrowed shares,Don't know,1,0.547489916262363,2,3,2,2,2,No Response Given,2,2,1,3,1,1,1,3,3,3,3,1,1,1,4,5,0.0,2,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,60.0,Average
2021014042,Primary decision-maker,No,Yes,1,No,2,1,1,No,Yes,2,No,No,98,10 years ago or more,Don't know,1 to 3 times,No,"$25,000 to < $50,000",No,No Response Given,No Response Given,No,No Response Given,98,3,No,No,No Response Given,No Response Given,No Response Given,Never,Sometimes,Frequently,Frequently,No,Yes,No,No,< 0.5%,8.0,Yes,Yes,No,8,8,20% or more,Better than the market,Buy stocks or stock funds,Buy stocks or stock funds,7 - Strongly agree,8,No,Both,Documents accessed on the Internet,3,98,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,8,7,3,98,3,99,3,98,9,The company will return your original investment with interest,You are liable for the company's debts,Bonds,False,Don't know,Stocks,Generally less likely to decline in value,Greater demand for municipal bonds,$250,Selling at a loss,$10,1,0.903030607790991,1,2,2,2,2,4.0,4,5,5,0,5,0,5,0,3,1,3,3,1,0,0,1,No Response Given,2,0,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,74.0,Average
2021014045,Primary decision-maker,Yes,Yes,1,No,1,1,1,Don't know,Don't know,2,No,No,98,10 years ago or more,2018 or earlier,Don't know,No,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,Yes,No,3,98,No,Yes,4.0,No,No,Sometimes,Sometimes,Never,Never,No,Yes,Don't know,Don't know,< 0.5%,7.0,No,No,No,8,8,10% to 14.9%,About the same as the market,Don't know,Neither,4 - Neither agree nor disagree,6,No,Both,In-person meeting with broker/advisor,3,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,98,1,2,Don't know,You have lent money to the company,Don't know,Common stock,True,False,Don't know,Generally less likely to decline in value,Municipal bonds can be tax-free,$250,Selling before peak,Don't know,2,0.547489916262363,2,3,2,2,3,3.0,1,1,3,5,1,0,1,3,3,3,3,3,1,0,3,0,4.0,2,1,0,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,58.0,Average
2021014048,Primary decision-maker,Yes,Yes,2,No,1,2,2,No,Yes,2,No,No,2,5 to <10 years ago,2018 or earlier,1 to 3 times,No,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,Yes,3,1,No,No,No Response Given,No Response Given,No Response Given,Never,Never,Frequently,Never,No,No,No,No,Do not pay any fees,10.0,No,No,No,6,6,10% to 14.9%,About the same as the market,Neither,Neither,5,6,No,Protecting investors,Electronic by email,98,98,1,2,3,1,3,1,1,98,98,3,2,2,2,2,2,2,2,2,2,2,2,7,5,3,2,1,2,2,3,5,The company will return your original investment with interest,You have lent money to the company,Don't know,True,True,Stocks,Generally less risky in the short term,Don't know,$250,Selling shares shortly after buying,-$10,2,0.547489916262363,1,3,2,2,2,5.0,3,3,5,3,1,3,3,5,1,3,1,1,1,1,3,5,No Response Given,0,0,0,1,2,0,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0,65.0,Average
2021014057,Primary decision-maker,Yes,Yes,1,No,2,2,1,No,No,2,No,No,2,2 to <5 years ago,2018 or earlier,4 to 10 times,No,"$5,000 to < $10,000",Don't know,No Response Given,No Response Given,No,No Response Given,3,1,No,Yes,3.0,Yes,Yes,Never,Never,Sometimes,Never,No,Don't know,No,Don't know,Don't know,No Response Given,No,No,No,7,Don't know,Don't know,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,1 - Strongly disagree,8,Don't know,Protecting investors,Electronic by email,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,6,3,3,2,98,1,3,10 - Extremely important,You own a part of the company,Don't know,Common stock,True,True,Stocks,Don't know,Don't know,$250,Don't know,Don't know,2,0.547489916262363,2,3,2,2,3,No Response Given,4,4,5,5,3,0,1,5,3,1,1,3,1,1,3,5,3.0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,64.0,Average
2021014073,Primary decision-maker,Yes,Yes,1,No,2,2,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,11 times or more,Yes,"$1,000,000 or more",Yes,Yes,No,Don't know,No Response Given,1,1,No,Yes,5.0,No,No,Never,Never,Frequently,Sometimes,No,No,No,No,Do not pay any fees,10.0,No,No,No,9,6,5% to 9.9%,Better than the market,Buy stocks or stock funds,Sell stocks or stock funds,1 - Strongly disagree,8,Yes,Both,Paper documents by mail,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,10,6,2,3,1,1,1,2,4,You own a part of the company,You have lent money to the company,Common stock,True,False,Stocks,Lower fees and expenses,Municipal bonds can be tax-free,$0,Selling borrowed shares,Don't know,1,0.547489916262363,1,3,2,2,3,5.0,5,4,3,5,1,1,1,3,3,1,1,1,1,1,5,5,5.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,67.0,Average
2021014074,Primary decision-maker,Yes,Yes,1,No,1,1,2,No,No,2,No,No,2,10 years ago or more,2018 or earlier,1 to 3 times,Yes,"$1,000,000 or more",Don't know,No Response Given,No Response Given,Don't know,No Response Given,1,1,No,Yes,5.0,No,Don't know,Never,Never,Frequently,Never,No,Yes,Don't know,No,Do not pay any fees,10.0,No,No,No,9,9,5% to 9.9%,About the same as the market,Buy stocks or stock funds,Sell stocks or stock funds,4 - Neither agree nor disagree,9,Yes,Both,Electronic by email,1,3,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,5,2,3,1,1,1,1,3,You own a part of the company,You have lent money to the company,Common stock,True,True,Stocks,Generally less risky in the short term,Municipal bonds can be tax-free,$250,Selling borrowed shares,$0,1,0.547489916262363,2,3,2,2,3,5.0,4,3,3,5,1,1,1,1,3,3,3,1,1,1,5,5,5.0,0,2,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,71.0,Average
